unique_id,itemId,source,source_name,is_company,rank,shop,title,link,main_img_url,local_img_path,min_price,max_price,median_price,mean_price,sku_count,height_display,sku_names,sku_prices
"mkt_284_641850362459","641850362459","market","天猫大盘",false,284,"金橡树官方旗舰店","【硬糖】金橡树椰棕黄麻乳胶床垫家用硬垫学生宿舍护脊榻榻米垫子","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=641850362459","https://img.alicdn.com/bao/uploaded/i3/2126650380/O1CN016Dfexi1Eg5c3Os6wu_!!4611686018427386892-0-item_pic.jpg","market_images/284.jpg",622.71,1851.3,1190.85,1182.66,14,"5~15cm","护脊5.0【厚度10cm】7cm黄麻 | 护脊5.0【厚度10cm/可折叠】7cm黄麻 | 护脊5.0Pro【双睡感/厚度10cm】2cm乳胶+5cm黄麻 | 护脊5.0Pro【双睡感/厚度10cm/可折叠】2cm乳胶+5cm黄麻乳胶垫 | 护脊5.0Pro【双睡感/厚度15cm】2cm乳胶+10cm黄麻 | 护脊3.0Pro【双睡感/厚度7cm】2cm乳胶+2cm椰棕 | 护脊3.0Pro【双睡感/厚度7cm/可折叠】2cm乳胶+2cm椰棕 | 护脊3.0Pro【双睡感/厚度9cm】2cm乳胶+4cm椰棕 | 护脊3.0Pro【双睡感/厚度9cm/可折叠】2cm乳胶+4cm椰棕 | 护脊3.0Pro【双睡感/厚度15cm】2cm乳胶+10cm椰棕 | 护脊2.0【厚度5cm】2cm椰棕 | 护脊2.0【厚度5cm/可折叠】2cm椰棕 | 护脊2.0【厚度7cm】4cm椰棕 | 护脊2.0【厚度7cm/可折叠】4cm椰棕","1251.2 | 1310.7 | 1430.55 | 1490.9 | 1851.3 | 1071 | 1130.5 | 1161.1 | 1220.6 | 1790.95 | 622.71 | 682.46 | 742.2 | 801.11"
"mkt_285_892627413258","892627413258","market","天猫大盘",false,285,"梦百合官方旗舰店","【达人推荐】梦百合朗怡20周年0压记忆棉弹簧床垫家用席梦思","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=892627413258","https://img.alicdn.com/bao/uploaded/i4/1950231285/O1CN019OM8Uv1LMa3JKJq13_!!4611686018427382517-0-item_pic.jpg","market_images/285.jpg",2285.65,2285.65,2285.65,2285.65,1,"20cm","朗怡纪念款+20cm","2285.65"
"mkt_286_926345139540","926345139540","market","天猫大盘",false,286,"雅兰官方旗舰店","【深睡×净界Pro】雅兰乳胶床垫0胶可拆洗透气卧室独袋弹簧席梦思","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=926345139540","https://img.alicdn.com/bao/uploaded/i4/828233086/O1CN01bGtvUe1YfRMqUdvdZ-828233086.jpg","market_images/286.jpg",4070.65,4070.65,4070.65,4070.65,1,"未标注","深睡 × 净界Pro【0胶水可拆洗】.","4070.65"
"mkt_287_1071439116436","1071439116436","market","天猫大盘",false,287,"喜临门官方旗舰店","【漾Ace0胶】喜临门官方正品记忆棉Mini簧四叶草独袋弹簧床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1071439116436","market_images/287.jpg","market_images/287.jpg",3399,3399,3399,3399,1,"未标注","漾Ace0胶","3399"
"mkt_288_731492021945","731492021945","market","天猫大盘",false,288,"蓝盒子官方旗舰店","蓝盒子电动智能床垫独立弹簧全自动多功能情侣老人席梦思 补贴15%","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=731492021945","https://img.alicdn.com/bao/uploaded/i2/2210120102867/O1CN01yFLeYr1X38d4jxb7Q_!!4611686018427384787-2-item_pic.png","market_images/288.jpg",7649.15,7649.15,7649.15,7649.15,1,"未标注","【4+N种模式/米家版】 木脚智能床架+床垫","7649.15"
"mkt_289_1002744767494","1002744767494","market","天猫大盘",false,289,"眠骑士六星级睡眠","眠骑士席梦思弹簧床垫21cm厚独立袋装全水洗酒店家用卧室床垫偏硬","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1002744767494","market_images/289.jpg","market_images/289.jpg",687.99,1058,868,859.66,6,"21~23cm","A配置【21cm全拆款】18cm独立袋弹簧+3cm单色面料 | B配置【22cm全拆款】18cm独立袋弹簧+3cm单色面料+1分透气凉席 | C配置【23cm全拆款】18cm独立袋弹簧+3cm单色面料+2分舒腰代棕棉 | D配置【21cm升级面料全拆】3cm双感面料+18cm独立袋装弹簧 | E配置【23cm升级面料全拆】3cm双感面料+2cm海藻生物基护脊棉+18cm独立袋装弹簧 | F配置【23cm升级面料全拆】3cm双感面料+2cm护脊代棕棉+18cm独立袋装弹簧","687.99 | 837.99 | 927.99 | 748 | 898 | 1058"
"mkt_290_1008401092325","1008401092325","market","天猫大盘",false,290,"栖作官方旗舰店","【床垫合集】栖作床垫组合套装双人卧室硬床垫独立弹簧","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1008401092325","market_images/290.jpg","market_images/290.jpg",4139,19299,6253,7336,11,"未标注","坚果4代 | 裸感3代 | 四重奏2代 | 旷野2代 | 大师B12 | 坚果蹦蹦2代 | 坚果硬核 | 浮生六记 | 奇遇小硬垫 | 奇遇小弹垫 | 序曲.撑腰","5446 | 6166 | 8665 | 6491 | 6253 | 6282 | 8349 | 19299 | 4139 | 4266 | 5340"
"mkt_291_1042598671305","1042598671305","market","天猫大盘",false,291,"喜临门官方旗舰店","【白骑士0胶2.0】喜临门官方家用主卧席梦思记忆棉四叶草弹簧床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1042598671305","market_images/291.jpg","market_images/291.jpg",2719.15,2889.15,2804.15,2804.15,2,"26cm","白骑士0胶2.0（0胶透气款）【双重睡感/26cm】透气升级久睡清爽 | 白骑士0胶（0胶经典款）【双重睡感/26cm】整垫0胶软硬可调","2889.15 | 2719.15"
"mkt_292_655757158523","655757158523","market","天猫大盘",false,292,"sweetnight甜秘密官方旗舰店","甜秘密天然进口乳胶床垫黄麻椰棕席梦思护脊硬垫家用独立弹簧软垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=655757158523","https://img.alicdn.com/bao/uploaded/i3/748510995/O1CN01QaJwes1JDlC4NDDnk_!!4611686018427387667-0-item_pic.jpg","market_images/292.jpg",1515.55,2958,1689.8,2041.35,7,"23~26cm","【定制拍单专属】可定制厚度、尺寸、内材等，详情咨询客服 | 【25cm】 甜眠垫A丨双睡 天然乳胶+纳米支撑芯+静音弹簧+抑菌防螨（适合大部分人） | 【23cm】 甜眠垫C丨柔软包裹（酒店睡感）（天然进口乳胶+静音弹簧+抑菌防螨） | 【23cm】 星眠垫 天然乳胶+进口黄麻+静音弹簧+抑菌面料（适合腰椎脆弱人群） | 【23cm】星月stars  | 软硬适中（轻氧无感记忆棉+ Q弹抱抱棉+静音弹簧） | 【26cm】星月stars Pro | 酒店睡感(轻氧无感记忆棉+ 3cmQ弹抱抱棉+静音弹簧) | 【26cm】云眠尊享款 | 释压包裹（加厚5cm天然进口乳胶+纳米支撑芯+五区静音弹簧）","2950 | 1689.8 | 1515.55 | 1660.9 | 1674.5 | 1840.68 | 2958"
"mkt_293_679674289590","679674289590","market","天猫大盘",false,293,"金席梦家居旗舰店","金席梦天然乳胶床垫独立弹簧软垫家用1.8米名牌席梦思护脊椰棕垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=679674289590","https://img.alicdn.com/bao/uploaded/i3/1773715067/O1CN01JfPkwX1nIjxkwEpvE_!!4611686018427387515-0-item_pic.jpg","market_images/293.jpg",857.29,1909.59,1249.12,1323.89,20,"22~30cm","经济款【天丝面料+硬质棉+护脊独立圆簧】睡感适中22cm | 豪华A款【环保椰棕+护脊独立圆簧】睡感偏硬22cm | 豪华B款【原装乳胶+护脊独立圆簧】软硬适中22cm | 豪华C款【原装乳胶+护脊独立圆簧+环保椰棕】软硬双面22cm | 旗舰D款【环保椰棕+静音独立袋弹簧】适中偏硬22cm | 旗舰E款【原装乳胶+静音独立袋弹簧】偏软舒适22cm | 旗舰F款【原装乳胶+静音独立袋弹簧+环保椰棕】软硬双面22cm | 奢享G款：压缩卷包发货【原装乳胶+九区独立袋弹簧】睡感适中22cm | 奢享H款：压缩卷包发货【凝胶记忆棉+九区独立袋弹簧】睡感偏软22cm | 荐:五星级I款【原装乳胶+1480p迷你弹簧 五星级酒店支撑睡感】适中带硬22cm | 胖人J款【原装乳胶+1480p迷你弹簧+环保椰棕 加粗加固护臀护脊】软硬双面22cm | 公主款【原装乳胶+护脊独立圆簧+环保椰棕】软硬两面22cm | 王子款【原装乳胶+护脊独立圆簧+环保椰棕】软硬两面22cm | 凯撒尊享/凯撒3.0系列：适合对睡感要求比较高 五星级酒店同款又兼顾家用支撑人群 | 凯撒尊享A款【适中偏硬/厚25cm】记忆海绵+2cm环保椰棕+三重加固护脊独立圆簧 | 凯撒尊享B款【软硬适中/厚25cm】记忆海绵+3cm泰国乳胶+三重加固护脊独立圆簧 | 凯撒尊享C款【偏软睡感/厚25cm】记忆海绵+3cm泰国乳胶+固边独袋静音簧 | 凯撒尊享D款【超软睡感/厚30cm】记忆海绵+5cm泰国乳胶+固边独袋簧 荐:五星级睡感 | 凯撒3.0 E款【适中带软/厚30cm】记忆海绵+5cm泰国乳胶+1480p迷你独袋静音簧 | 凯撒3.0 F款【双面睡感/厚30cm】记忆海绵+3cm泰国乳胶+1480p迷你独袋簧+2cm黄麻","857.29 | 939.76 | 1009.12 | 1039.41 | 1079.47 | 1109.76 | 1209.06 | 1249.12 | 1249.12 | 1279.41 | 1359.53 | 1039.41 | 1039.41 | 1510 | 1510 | 1609.64 | 1709.29 | 1859.76 | 1909.59 | 1909.59"
"mkt_294_40640084764","40640084764","market","天猫大盘",false,294,"铂马仕旗舰店","儿童护脊黄麻乳胶床垫家用环保席梦思高低床天然椰棕垫1.2m折叠","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=40640084764","https://img.alicdn.com/bao/uploaded/i2/2165873208/O1CN01jrRP6b6X3XC2vH2e_!!4611686018427386424-0-item_pic.jpg","market_images/294.jpg",591.6,1426.3,889.95,931.46,31,"6~20cm","护脊A【6cm】A类棉麻面料+3cmS黄麻 | 护脊A【8cm】A类棉麻面料+5cmS黄麻 | 护脊A【10cm】A类棉麻面料+7cmS黄麻 | 护脊A【13cm】A类棉麻面料+10cmS黄麻 | 护脊A【18cm】A类棉麻面料+15cmS黄麻 | 防螨B【8cm】A类棉麻面料+2cm乳胶+3cmS黄麻 | 防螨B【10cm】A类棉麻面料+2cm乳胶+5cmS黄麻 | 防螨B【12cm】A类棉麻面料+2cm乳胶+7cmS黄麻 | 防螨B【15cm】A类棉麻面料+2cm乳胶+10cmS黄麻 | 防螨B【20cm】A类棉麻面料+2cm乳胶+15cmS黄麻 | 透气C【8cm】A类棉麻面料+2cm 3D透气芯+3cmS黄麻 | 透气C【10cm】A类棉麻面料+2cm 3D透气芯+5cmS黄麻 | 透气C【12cm】A类棉麻面料+2cm 3D透气芯+7cmS黄麻 | 透气C【15cm】A类棉麻面料+2cm 3D透气芯+10cmS黄麻 | 透气C【20cm】A类棉麻面料+2cm 3D透气芯+15cmS黄麻 | 全拆方便打理 内材层层可见 | 全拆护脊A【6cm】A类棉麻面料+3cmS黄麻 | 全拆护脊A【8cm】A类棉麻面料+5cmS黄麻 | 全拆护脊A【10cm】A类棉麻面料+7cmS黄麻 | 全拆护脊A【13cm】A类棉麻面料+10cmS黄麻 | 全拆护脊A【18cm】A类棉麻面料+15cmS黄麻 | 全拆防螨B【8cm】A类棉麻面料+2cm乳胶+3cmS黄麻 | 全拆防螨B【10cm】A类棉麻面料+2cm乳胶+5cmS黄麻 | 全拆防螨B【12cm】A类棉麻面料+2cm乳胶+7cmS黄麻 | 全拆防螨B【15cm】A类棉麻面料+2cm乳胶+10cmS黄麻 | 全拆防螨B【20cm】A类棉麻面料+2cm乳胶+15cmS黄麻 | 全拆透气C【8cm】A类棉麻面料+2cm 3D透气芯+3cmS黄麻 | 全拆透气C【10cm】A类棉麻面料+2cm 3D透气芯+5cmS黄麻 | 全拆透气C【12cm】A类棉麻面料+2cm 3D透气芯+7cmS黄麻 | 全拆透气C【15cm】A类棉麻面料+2cm 3D透气芯+10cmS黄麻 | 全拆透气C【20cm】A类棉麻面料+2cm 3D透气芯+15cmS黄麻","591.6 | 703.8 | 804.95 | 969 | 1233.35 | 696.15 | 797.3 | 889.95 | 1045.5 | 1426.3 | 696.15 | 797.3 | 889.95 | 1045.5 | 1426.3 | 849 | 591.6 | 703.8 | 804.95 | 969 | 1233.35 | 696.15 | 797.3 | 889.95 | 1045.5 | 1426.3 | 696.15 | 797.3 | 889.95 | 1045.5 | 1426.3"
"mkt_295_593656653896","593656653896","market","天猫大盘",false,295,"Serta舒达官方旗舰店","Serta/舒达 88经典乳胶独立袋弹簧床垫酒店深睡双人静音成人床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=593656653896","https://img.alicdn.com/bao/uploaded/i1/2862927971/O1CN01OWDNLK28km9GG0QHh_!!4611686018427383907-0-item_pic.jpg","market_images/295.png",4843.3,8798,6033.3,6416.24,5,"25~30cm","梦享88经典【28cm/适中睡感】经典之选 五星睡感 | 梦享88s【25cm适中/硬】左右旋独立袋弹簧 双面随心选 | 梦享88Pro【26cm/适中】妙乐扣弹簧+七区释压 经典升级 | 班芙-【30cm/适中】三区护脊+山宁泰抗菌防螨 奢感舒睡 | 【88经典+星享Ⅱ】套床 咨询客服 享补贴价8599起","5183.3 | 4843.3 | 6033.3 | 7223.3 | 8798"
"mkt_296_618321261105","618321261105","market","天猫大盘",false,296,"慕思官方旗舰店","【零压】慕思旗舰店床垫席梦思弹簧垫0压记忆棉软硬慕斯名牌软垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=618321261105","https://img.alicdn.com/bao/uploaded/i3/2066012447/O1CN01KyiXXQ1TwmDjc1FXS_!!4611686018427386143-0-item_pic.jpg","market_images/296.jpg",3791,4391.1,4091.05,4091.05,2,"22~23cm","零压1.0（基础款）【软硬适中/22cm】零压记忆棉+性价比之选 | 零压2.0（升级款）【适中/偏软/23cm】凝胶记忆棉+双面睡感","3791 | 4391.1"
"mkt_297_857449994686","857449994686","market","天猫大盘",false,297,"爱梦罗旗舰店","天然椰棕床垫护腰护脊可定制1.5m棕榈出租房用1.8m儿童榻榻米棕垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=857449994686","market_images/297.jpg","market_images/297.jpg",140.04,446,271,277.97,52,"6~11cm","【一体款】6cm厚(4cm环保椰棕+2cm透气针织面料) | 【折叠款】6cm厚(4cm环保椰棕+2cm透气针织面料) | 【一体款】7cm厚(4cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【折叠款】7cm厚(4cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【一体款】8cm厚(6cm环保椰棕+2cm透气针织面料) | 【折叠款】8cm厚(6cm环保椰棕+2cm透气针织面料) | 【一体款】9cm厚(6cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【折叠款】9cm厚(6cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【一体款】10cm厚(8cm环保椰棕+2cm透气针织面料) | 【一体款】11cm厚(8cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【一体款】6cm厚(4cm环保椰棕+2cm防螨天丝面料) | 【折叠款】6cm厚(4cm环保椰棕+2cm防螨天丝面料) | 【一体款】7cm厚(4cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【折叠款】7cm厚(4cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【一体款】8cm厚(6cm环保椰棕+2cm防螨天丝面料) | 【折叠款】8cm厚(6cm环保椰棕+2cm防螨天丝面料) | 【一体款】9cm厚(6cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【折叠款】9cm厚(6cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【一体款】10cm厚(8cm环保椰棕+2cm防螨天丝面料) | 【一体款】11cm厚(8cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【一体款】6cm厚(4cm环保椰棕+2cm抑菌竹炭绒面料) | 【一体款】7cm厚(4cm环保椰棕+2cm抑菌竹炭绒面料+1cm进口乳胶) | 【一体款】8cm厚(6cm环保椰棕+2cm抑菌竹炭绒面料) | 【一体款】9cm厚(6cm环保椰棕+2cm抑菌竹炭绒面料+1cm进口乳胶) | 【一体款】10cm厚(8cm环保椰棕+2cm抑菌竹炭绒面料) | 【一体款】11cm厚(8cm环保椰棕+2cm抑菌竹炭绒面料+1cm进口乳胶) | 【一体款】6cm厚(4cm环保椰棕+2cm透气针织面料) | 【折叠款】6cm厚(4cm环保椰棕+2cm透气针织面料) | 【一体款】7cm厚(4cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【折叠款】7cm厚(4cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【一体款】8cm厚(6cm环保椰棕+2cm透气针织面料) | 【折叠款】8cm厚(6cm环保椰棕+2cm透气针织面料) | 【一体款】9cm厚(6cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【折叠款】9cm厚(6cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【一体款】10cm厚(8cm环保椰棕+2cm透气针织面料) | 【一体款】11cm厚(8cm环保椰棕+2cm透气针织面料+1cm进口乳胶) | 【一体款】6cm厚(4cm环保椰棕+2cm防螨天丝面料) | 【折叠款】6cm厚(4cm环保椰棕+2cm防螨天丝面料) | 【一体款】7cm厚(4cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【折叠款】7cm厚(4cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【一体款】8cm厚(6cm环保椰棕+2cm防螨天丝面料) | 【折叠款】8cm厚(6cm环保椰棕+2cm防螨天丝面料) | 【一体款】9cm厚(6cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【折叠款】9cm厚(6cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【一体款】10cm厚(8cm环保椰棕+2cm防螨天丝面料) | 【一体款】11cm厚(8cm环保椰棕+2cm防螨天丝面料+1cm进口乳胶) | 【一体款】6cm厚(4cm环保椰棕+2cm抑菌竹炭绒面料) | 【一体款】7cm厚(4cm环保椰棕+2cm抑菌竹炭绒面料+1cm进口乳胶) | 【一体款】8cm厚(6cm环保椰棕+2cm抑菌竹炭绒面料) | 【一体款】9cm厚(6cm环保椰棕+2cm抑菌竹炭绒面料+1cm进口乳胶) | 【一体款】10cm厚(8cm环保椰棕+2cm抑菌竹炭绒面料) | 【一体款】11cm厚(8cm环保椰棕+2cm抑菌竹炭绒面料+1cm进口乳胶)","140.04 | 140.04 | 218 | 218 | 251 | 251 | 289 | 289 | 284 | 334 | 191.55 | 191.55 | 261 | 261 | 267 | 267 | 324 | 324 | 334 | 446 | 234 | 275 | 332 | 340 | 359 | 406 | 140.04 | 140.04 | 218 | 218 | 251 | 251 | 289 | 289 | 284 | 334 | 191.55 | 191.55 | 261 | 261 | 267 | 267 | 324 | 324 | 334 | 446 | 234 | 275 | 332 | 340 | 359 | 406"
"mkt_298_1070561130117","1070561130117","market","天猫大盘",false,298,"圣磊旗舰店","椰棕床垫硬垫子家用护腰护脊棕垫天然棕榈折叠榻榻米席梦思硬床垫","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1070561130117","market_images/298.jpg","market_images/298.jpg",168.83,680.27,439.88,411.63,62,"6~20cm","【一体款】椰影星澜 6CM厚=4CM零胶水椰棕+2CM针织面料千人加购 | 【偏硬】6CM厚=4CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】8CM厚=6CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】10CM厚=8CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】13CM厚=11CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】16CM厚=14CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】18CM厚=16CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】20CM厚=18CM无胶水3E棕+防螨抗菌提花面料 | 【适中】7CM厚=4CM无胶水3E棕+1CM乳胶 防螨提花面料 | 【适中】8CM厚=4CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【适中】9CM厚=6CM无胶水3E棕+1CM乳胶 防螨提花面料 | 【适中】10CM厚=6CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【适中】11CM厚=8CM无胶水3E棕+1CM乳胶 防螨提花面料 | 【适中】12CM厚=8CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【适中】15CM厚=11CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【适中】20CM厚=16CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【可折叠】6CM厚=4CM无胶水3E棕+防螨提花面料 | 【可折叠】8CM厚=6CM无胶水3E棕+防螨提花面料 | 【可折叠】10CM厚=8CM无胶水3E棕+防螨提花面料 | 【可折叠】13CM厚=11CM无胶水3E棕+防螨提花面料 | 【可折叠】16CM厚=14CM无胶水3E棕+防螨提花面料 | 【可折叠】18CM厚=16CM无胶水3E棕+防螨提花面料 | 【可折叠】20CM厚=18CM无胶水3E棕+防螨提花面料 | 【可折叠】7CM厚=4CM无胶水3E棕+1CM乳胶防螨提花面料 | 【可折叠】8CM厚=4CM无胶水3E棕+2CM乳胶防螨提花面料 | 【可折叠】9CM厚=6CM无胶水3E棕+1CM乳胶防螨提花面料 | 【可折叠】10CM厚=6CM无胶水3E棕+2CM乳胶防螨提花面料 | 【可折叠】11CM厚=8CM无胶水3E棕+1CM乳胶防螨提花面料 | 【可折叠】12CM厚=8CM无胶水3E棕+2CM乳胶防螨提花面料 | 【可折叠】15CM厚=11CM无胶水3E棕+2CM乳胶防螨提花面料 | 【可折叠】20CM厚=16CM无胶水3E棕+2CM乳胶防螨提花面 | 【一体款】椰影星澜 6CM厚=4CM零胶水椰棕+2CM针织面料千人加购 | 【偏硬】6CM厚=4CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】8CM厚=6CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】10CM厚=8CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】13CM厚=11CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】16CM厚=14CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】18CM厚=16CM无胶水3E棕+防螨抗菌提花面料 | 【偏硬】20CM厚=18CM无胶水3E棕+防螨抗菌提花面料 | 【适中】7CM厚=4CM无胶水3E棕+1CM乳胶 防螨提花面料 | 【适中】8CM厚=4CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【适中】9CM厚=6CM无胶水3E棕+1CM乳胶 防螨提花面料 | 【适中】10CM厚=6CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【适中】11CM厚=8CM无胶水3E棕+1CM乳胶 防螨提花面料 | 【适中】12CM厚=8CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【适中】15CM厚=11CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【适中】20CM厚=16CM无胶水3E棕+2CM乳胶 防螨提花面料 | 【可折叠】6CM厚=4CM无胶水3E棕+防螨提花面料 | 【可折叠】8CM厚=6CM无胶水3E棕+防螨提花面料 | 【可折叠】10CM厚=8CM无胶水3E棕+防螨提花面料 | 【可折叠】13CM厚=11CM无胶水3E棕+防螨提花面料 | 【可折叠】16CM厚=14CM无胶水3E棕+防螨提花面料 | 【可折叠】18CM厚=16CM无胶水3E棕+防螨提花面料 | 【可折叠】20CM厚=18CM无胶水3E棕+防螨提花面料 | 【可折叠】7CM厚=4CM无胶水3E棕+1CM乳胶防螨提花面料 | 【可折叠】8CM厚=4CM无胶水3E棕+2CM乳胶防螨提花面料 | 【可折叠】9CM厚=6CM无胶水3E棕+1CM乳胶防螨提花面料 | 【可折叠】10CM厚=6CM无胶水3E棕+2CM乳胶防螨提花面料 | 【可折叠】11CM厚=8CM无胶水3E棕+1CM乳胶防螨提花面料 | 【可折叠】12CM厚=8CM无胶水3E棕+2CM乳胶防螨提花面料 | 【可折叠】15CM厚=11CM无胶水3E棕+2CM乳胶防螨提花面料 | 【可折叠】20CM厚=16CM无胶水3E棕+2CM乳胶防螨提花面","168.83 | 193.25 | 238.27 | 308.05 | 439.88 | 451.89 | 519.8 | 634.33 | 274.05 | 353.72 | 364.31 | 439.88 | 415.78 | 485.93 | 496.51 | 680.27 | 193.25 | 238.27 | 308.05 | 439.88 | 451.89 | 519.8 | 634.33 | 274.05 | 353.72 | 364.31 | 439.88 | 415.78 | 485.93 | 496.51 | 680.27 | 168.83 | 193.25 | 238.27 | 308.05 | 439.88 | 451.89 | 519.8 | 634.33 | 274.05 | 353.72 | 364.31 | 439.88 | 415.78 | 485.93 | 496.51 | 680.27 | 193.25 | 238.27 | 308.05 | 439.88 | 451.89 | 519.8 | 634.33 | 274.05 | 353.72 | 364.31 | 439.88 | 415.78 | 485.93 | 496.51 | 680.27"
"mkt_299_559257761341","559257761341","market","天猫大盘",false,299,"爱舒旗舰店","爱舒天然椰棕床垫硬棕榈席梦思床垫乳胶折叠卧室家用护脊薄椰倍健","https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=559257761341","https://img.alicdn.com/bao/uploaded/i2/2128866794/O1CN01aMVq09203hyfRTgso_!!4611686018427383274-0-item_pic.jpg","market_images/299.png",1252.9,2426.75,1830.9,1822.95,17,"6~21cm","椰倍健A6【软硬适中/6CM】3cm 0胶椰棕 | 椰倍健A8【适中偏硬/8CM】5cm 0胶椰棕 | 椰倍健B11【双面可用（适中偏硬&硬）/11CM】5cm 0胶椰棕 | 椰倍健B16【双面可用（适中偏硬&硬）/16CM】10cm 0胶椰棕 | 椰倍健B21【双面可用（适中偏硬&硬）/21CM】15cm 0胶椰棕 | 椰倍健C11【双面可用（适中偏硬&硬）/11CM】泰国乳胶+5cm 0胶椰棕 | 椰倍健C16【双面可用（适中偏硬&硬）/16CM】泰国乳胶+10cm 0胶椰棕 | 椰倍健C21【双面可用（适中偏硬&硬）/21CM】泰国乳胶+15cm 0胶椰棕 | 椰倍健D10【双面可用（适中偏硬&硬）/10CM】泰国乳胶+3cm 0胶椰棕 | 椰倍健D12【双面可用（适中偏软&偏硬）/12CM】泰国乳胶+5cm 0胶椰棕 | 椰倍健D17【双面可用（适中偏软&偏硬）/17CM】泰国乳胶+10cm 0胶椰棕 | 椰倍健A6【偏硬/6CM】3cm孟加拉黄麻 | 椰倍健A8【硬/8CM】5cm孟加拉黄麻 | 椰倍健A13【硬/13CM】10cm孟加拉黄麻 | 椰倍健B8【双面可用（适中偏硬&硬）/8CM】凝珠记忆棉+3cm孟加拉黄麻 | 椰倍健B10【双面可用（适中偏硬&硬）/10CM】凝珠记忆棉+5cm孟加拉黄麻 | 椰倍健A6 3折叠【偏硬/6CM】3cm 0胶椰棕","1252.9 | 1428 | 1569.1 | 1953.3 | 2269.5 | 1761.2 | 2111.4 | 2426.75 | 1936.3 | 2111.4 | 2426.75 | 1340.45 | 1569.1 | 2093.55 | 1569.1 | 1830.9 | 1340.45"
